"institution.name","collection","object_name","object_number","title","description","edition","creator","creator.role","production.place","production.date.start","production.date.start.prec","production.date.notes","production.date.end","production.date.end.prec","material","material.part","technique","technique.part","dimension.notes","dimension.part","dimension.value","dimension.unit","acquisition.date","acquisition.method","acquisition.place","exhibition","exhibition.date.start","exhibition.date.end","exhibition.venue.place","related_object.association","related_object.reference","related_object.title"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0849","Paneel met maaswerk","Massief paneel met maaswerk met bovenaan vijf rozetten. Maaswerk was kenmerkend voor het gotische raamwerk van vensters. De versiering wordt begrensd door een V-vormige kantlijst met in elke hoek een hoekkruis. Op de brede bovenrand zijn sporen te zien van de aanzettekening en 14 verbindingsgaten. ","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","48.2","cm","1909","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0851","Paneel met portretmedaillon","Massief paneel met vrouwenportret in een medaillon. Onder het medaillon is het paneel versierd met een lederversiering. De zwikken boven het medaillon zijn opgevuld met bladwerk.","","onbekend","ontwerper","","1520","","datum uitvoering","1560","","eikenhout","geheel","","","","geheel","51","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0855","Paneel met ajour vlechtwerk","Massief paneel met ajour vlechtwerk met twee rozetten. Als achtergrond werd een stuk fluweel aan het paneel toegevoegd.","","onbekend","ontwerper","","1400","","datum uitvoering [afkomst verder te onderzoeken: Spaans? Keltisch?]","1499","","textiel (materiaal)","achterkant","","","","geheel","41","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0861","Paneel met Apollo en Cyparissus","Paneel met een voorstelling van Apollo die Cyparissus in een boom verandert. Deze afbeelding is afkomstig uit een serie prenten van de hand van Antonio Tempesta uit 1606, ter illustratie van Ovidius' 'Metamorfosen'. Het paneel is mogelijk afkomstig van een vermoedelijk 17de-eeuwse Antwerpse kunstkast, waarvan ook het gelijkaardige paneel met een voorstelling van Apollo die in een olijfboom verandert uit de collectie van Design Museum Gent afkomstig zou zijn. ","","onbekend","ontwerper","Antwerpen (stad)","1606","circa","datum uitvoering","1650","circa","ebbenhout","afbeelding","","","","geheel","24.2","cm","1909","onbekend","","","","","","","0862","Paneel met Apollo"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0868","Paneel met 'De doodsangst van Christus in de hof van olijven'","Massief paneel met een voorstelling van Christus met op de achtergrond een rondboog op zuilen. Vermoedelijk wordt 'De doodsangst van Christus in de hof van olijven' afgebeeld. Op de brede bovenrand zijn verbindingsgaten te zien. In de collectie van Design Museum Gent bevindt zich een paneel met een voorstelling van 'Jezus in de tempel' dat vermoedelijk van hetzelfde meubel afkomstig is of door hetzelfde atelier werd geproduceerd. ","","onbekend","ontwerper","","1520","","datum uitvoering","1580","","eikenhout","geheel","","","","geheel","48","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","0869","Paneel met 'Jezus in de tempel'"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0867","Paneel met ajour maaswerk","Eenvoudig massief paneel met opengewerkt maaswerk. Maaswerk was kenmerkend voor het gotische raamwerk van vensters.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","31.6","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0869","Paneel met 'Jezus in de tempel'","Massief paneel met een voorstelling van Christus met op de achtergrond een rondboog op zuilen. Vermoedelijk wordt 'De doodsangst van Christus in de hof van olijven' afgebeeld. In de collectie van Design Museum Gent bevindt zich een paneel met een voorstelling van 'De doodsangst van Christus in de Hof van olijven' dat vermoedelijk van hetzelfde meubel afkomstig is of door hetzelfde atelier werd geproduceerd. ","","onbekend","ontwerper","","1500","","datum uitvoering","1580","","eikenhout","geheel","","","","geheel","47.4","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","0868","Paneel met 'De doodsangst van Christus in de hof van olijven'"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0871","Paneel met centraal portretmedaillon","Massief paneel met een mannenportret in een centraal medaillon. Het medaillon is omgeven door grotesken. Het paneel vormde vermoedelijk het voorbord van een lade. Op de linker- en rechterachterzijde zijn zwaluwstaartverbindingen zichtbaar. De vier randprofielen werden in verstek samengebracht. Aan de lange zijden werden ze uit het paneel zelf gesneden, terwijl ze aan de korte zijden met nagels aan het paneel bevestigd werden. Een gelijkaardig paneel met een vrouwenportret in een centraal medaillon in de collectie van Design Museum Gent (nummer 0842) is vermoedelijk afkomstig van hetzelfde meubel.","","onbekend","ontwerper","","1520","","datum uitvoering","1570","","notenhout","geheel","","","","geheel","19","cm","1909","onbekend","","","","","","","0842","Paneel met centraal portretmedaillon"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0876","Paneel met maaswerk","Massief paneel met gevlamd maaswerk met vier rozetten onder acanthusbladeren. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters. De opbouw van het paneel vertoont sterke gelijkenissen met paneel nummer 0902 in de collectie van Design Museum Gent.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","44","cm","1909","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","0902","Paneel met maaswerk"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0878","Paneel met lederversiering en druivenranken","Massief paneel met X-motief en druivenranken. De aanzettekening is duidelijk zichtbaar. In het midden van elk druivenblad is de afdruk van een halfronde beitel te zien.","","onbekend","ontwerper","","1450","","datum uitvoering","1550","","hout","geheel","","","","geheel","51.6","cm","1910","schenking","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0880","Paneel met lederversiering en bloemen","Massief paneel met X-motief en bloemen. ","","onbekend","ontwerper","","1400","","datum uitvoering [datering overgenomen uit tentoonstellingscatalogus 1982]","1499","","eikenhout","geheel","","","","geheel","47.5","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","meubels","ornament","0882","Mannelijke kariatide","Massieve mannelijke kariatide die vermoedelijk diende als ondersteuning en decoratie van een Vlaamse buffetkast. Ook de rugzijde is versierd. Een gelijkaardige vrouwelijke kariatide in de collectie van Design Museum Gent (nummer 0883) is vermoedelijk afkomstig van hetzelfde meubel. ","","onbekend","ontwerper","","1600","","datum uitvoering [late renaissance - overgang barok]","1650","","eikenhout","geheel","","","","geheel","25","cm","","onbekend","","","","","","","0883","Vrouwelijke kariatide"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0967","Briefpaneel","Eenvoudig massief briefpaneel met meerdere ruggen, versierd aan de uiteinden. ","","onbekend","ontwerper","","1400","","datum uitvoering [datering overgenomen uit tentoonstellingscatalogus 1982]","1499","","eikenhout","geheel","","","","geheel","37.5","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","3254","Briefpaneel"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0892","Paneel met lederversiering en bladwerk","Massief paneel met X-motief en bladwerk. ","","onbekend","ontwerper","","1400","","datum uitvoering","1520","","eikenhout","geheel","","","","geheel","41.3","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0960","Paneel met bladmasker","Massief paneel met bladmasker. De zwaluwstaarten doen vermoeden dat het paneel deel was van een groter geheel.","","onbekend","ontwerper","","1490","vermoedelijk","datum uitvoering","1550","vermoedelijk","hout","geheel","","","","geheel","12","cm","1909","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0902","Paneel met maaswerk","Massief paneel met gevlamd maaswerk met vier rozetten onder acanthusbladeren. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters. De opbouw van het paneel vertoont sterke gelijkenissen met paneel nummer 0876 in de collectie van design Museum Gent. ","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","43.9","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","0876","Paneel met maaswerk"
"Design Museum Gent","meubels","ornament","0962","Figuur in antiquiserende kledij","Massieve mannelijke figuur in antiquiserende kledij die vermoedelijk diende als decoratie van een meubel of een retabel. Mogelijk is dit de bovenkant van een herme.","","onbekend","ontwerper","","1550","","datum uitvoering","1599","","hout","geheel","","","","geheel","23.5","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0969","Paneel met maaswerk","Massief paneel met maaswerk met een centrale vierpas boven vier spitsbogen. Maaswerk was kenmerkend voor het gotische raamwerk van vensters.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","37.1","cm","1904","aankoop","Antwerpen (stad)","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","meubels","ornament","0965","Ornament met acanthusrozet","Massief ornament in de vorm van een rozet met acanthusbladeren. ","","onbekend","ontwerper","","1620","vermoedelijk","datum uitvoering","1699","vermoedelijk","hout","geheel","","","","geheel","31","cm","","onbekend","","","","","","","",""
"Design Museum Gent","meubels","paneel (objectnaam)","0970","Opengewerkt paneel met bloemenvaas","Opengewerkt massief paneel met symmetrisch bladwerk en beginnende schelpmotieven rond een centrale bloemenvaas. Het paneel was mogelijk onderdeel van een ajour afsluiting.","","onbekend","ontwerper","","1730","vermoedelijk","datum uitvoering","1770","vermoedelijk","eikenhout","geheel","","","","geheel","28.6","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0968","Paneel met maaswerk","Massief paneel met maaswerk. Het maaswerk met een roosvenster boven spitsbogen gaat terug op het kenmerkende gotische raamwerk van vensters. ","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","hout","geheel","","","","geheel","37","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0972","Paneel met gehelmd wapenschild en acanthusbladeren","Massief paneel met een gehelmd wapenschild omgeven door acanthusbladeren. Zowel het helmteken bovenop de helm als het wapenfiguur is een adelaar. ","","onbekend","ontwerper","","1400","","datum uitvoering [datering overgenomen uit tentoonstellingscatalogus 1982]","1499","","hout","geheel","","","","geheel","55","cm","1909","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0971","Paneel met centraal portretmedaillon","Massief paneel met mannenportret in een centraal medaillon. Het medaillon is omgeven door arabesken. ","","onbekend","ontwerper","","1530","","datum uitvoering","1580","","hout","geheel","","","","geheel","34.5","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0977","Briefpaneel","Eenvoudig smal briefpaneel met één rug, versierd aan de uiteinden.","","onbekend","ontwerper","","1300","","datum uitvoering","1399","","hout","geheel","","","","geheel","40.8","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0979","Paneel met maaswerk","Massief paneel met gevlamd maaswerk met visblazen en rozetten boven spitsbogen. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters. ","","onbekend","ontwerper","","1400","vermoedelijk","datum uitvoering","1449","vermoedelijk","eikenhout","geheel","","","","geheel","44.5","cm","1913","legaat","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0950","Paneel met arabesken","Massief paneel met vlecht- en bladwerk, zogenaamde arabesken.","","onbekend","ontwerper","","1580","vermoedelijk","datum uitvoering","1620","vermoedelijk","hout","geheel","","","","geheel","45.4","cm","1909","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0952","Paneel met maaswerk","Massief paneel met maaswerk met centrale vierpas. Maaswerk was kenmerkend voor het gotische raamwerk van vensters. Boven- en onderaan zijn verschillende verbindingsgaten te zien op de brede randen. ","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","hout","geheel","","","","geheel","35.2","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0953","Paneel met andreaskruis","Massief paneel met een andreaskruis met een centrale rozet. Volgens bijgeloof zou het kruis onheil afweren. In de uitsparingen werden druiventrossen en -bladeren gesneden. Bovenaan werd het paneel met maaswerk versierd. Maaswerk was kenmerkend voor het gotische raamwerk van vensters.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","hout","geheel","","","","geheel","37.4","cm","1904","aankoop","Antwerpen (stad)","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
